video_id,true_label,pred_label
33802,Shaking Hand,Zooming In With Full Hand
117990,Rolling Hand Backward,Rolling Hand Forward
70876,Zooming In With Full Hand,Pushing Hand Away
144936,Sliding Two Fingers Left,Swiping Left
138539,Swiping Down,Sliding Two Fingers Down
58230,Pushing Hand Away,Pulling Two Fingers In
3034,Zooming Out With Full Hand,Zooming Out With Two Fingers
20095,Pushing Hand Away,Stop Sign
51358,Thumb Up,Doing other things
144301,Zooming Out With Two Fingers,Zooming Out With Full Hand
115748,Turning Hand Clockwise,Turning Hand Counterclockwise
78111,Sliding Two Fingers Down,No gesture
136927,Zooming Out With Full Hand,Zooming In With Full Hand
73101,Drumming Fingers,Sliding Two Fingers Down
53641,Sliding Two Fingers Down,Swiping Down
57908,Thumb Down,Doing other things
144497,Zooming In With Full Hand,Zooming Out With Full Hand
119575,Sliding Two Fingers Up,Pulling Two Fingers In
14994,Zooming In With Full Hand,Zooming In With Two Fingers
2984,Shaking Hand,Stop Sign
147058,Swiping Right,Sliding Two Fingers Right
107104,Swiping Right,No gesture
124223,Sliding Two Fingers Right,Swiping Right
69749,Turning Hand Clockwise,Doing other things
133529,No gesture,Doing other things
64088,Sliding Two Fingers Left,Swiping Left
128787,Shaking Hand,Doing other things
48190,Rolling Hand Forward,Rolling Hand Backward
111209,Swiping Up,Pulling Hand In
126627,Swiping Right,No gesture
83658,Zooming Out With Full Hand,Turning Hand Clockwise
33441,Pushing Hand Away,Swiping Down
120635,Turning Hand Clockwise,Doing other things
9164,Turning Hand Clockwise,Turning Hand Counterclockwise
120366,No gesture,Doing other things
691,Swiping Up,Pulling Hand In
98404,Swiping Up,Swiping Down
41291,Shaking Hand,Stop Sign
87763,Zooming Out With Two Fingers,Turning Hand Clockwise
137109,Doing other things,No gesture
92856,Rolling Hand Backward,Rolling Hand Forward
103002,Stop Sign,Turning Hand Clockwise
142186,Shaking Hand,Stop Sign
42093,Doing other things,Swiping Down
137899,Zooming In With Full Hand,Turning Hand Clockwise
77860,Swiping Right,Turning Hand Clockwise
72380,Sliding Two Fingers Down,Pushing Two Fingers Away
91189,Pushing Two Fingers Away,No gesture
38703,Zooming In With Two Fingers,Zooming In With Full Hand
115456,Swiping Right,Sliding Two Fingers Right
147161,Doing other things,Turning Hand Clockwise
143295,Zooming Out With Two Fingers,No gesture
59977,Doing other things,Rolling Hand Backward
125565,Pulling Hand In,Pushing Hand Away
36946,Turning Hand Clockwise,Turning Hand Counterclockwise
136355,Turning Hand Clockwise,Turning Hand Counterclockwise
54785,Rolling Hand Backward,Doing other things
124474,Zooming Out With Full Hand,Zooming Out With Two Fingers
108228,Swiping Up,Pulling Hand In
123460,Swiping Up,Sliding Two Fingers Up
82902,Pushing Hand Away,Stop Sign
101765,Pushing Two Fingers Away,Pulling Two Fingers In
74842,Zooming Out With Two Fingers,No gesture
31529,Swiping Left,Swiping Up
108139,Thumb Down,Pushing Hand Away
20264,Swiping Up,Pulling Hand In
137124,Sliding Two Fingers Left,Doing other things
51091,Swiping Left,Swiping Right
139458,Zooming Out With Two Fingers,Zooming In With Two Fingers
6164,Turning Hand Counterclockwise,Zooming Out With Full Hand
32775,Rolling Hand Backward,Rolling Hand Forward
41800,Doing other things,Rolling Hand Forward
52146,Zooming In With Two Fingers,No gesture
10108,Swiping Up,Pulling Hand In
44571,Zooming Out With Full Hand,Zooming In With Full Hand
58988,Rolling Hand Backward,Rolling Hand Forward
99776,Pushing Two Fingers Away,Pushing Hand Away
81660,Sliding Two Fingers Left,Swiping Up
40649,Sliding Two Fingers Right,Thumb Up
24606,Shaking Hand,Turning Hand Clockwise
112942,Rolling Hand Forward,Rolling Hand Backward
112749,Sliding Two Fingers Up,Thumb Down
96636,Doing other things,Zooming Out With Two Fingers
136593,Doing other things,No gesture
71267,Zooming In With Two Fingers,Zooming Out With Two Fingers
71630,Zooming Out With Full Hand,Zooming In With Full Hand
36505,Doing other things,No gesture
89651,Rolling Hand Backward,Rolling Hand Forward
64165,Doing other things,Sliding Two Fingers Down
126407,Pulling Hand In,Swiping Up
32067,Swiping Up,Sliding Two Fingers Up
94047,Zooming Out With Full Hand,Zooming In With Full Hand
147146,Swiping Right,Sliding Two Fingers Right
137751,Zooming Out With Full Hand,Zooming Out With Two Fingers
115460,Swiping Right,Swiping Left
113788,Sliding Two Fingers Up,Sliding Two Fingers Down
101773,Swiping Up,Doing other things
86605,Swiping Down,No gesture
53536,Doing other things,No gesture
24666,Zooming Out With Full Hand,Sliding Two Fingers Right
37986,Doing other things,No gesture
8718,Zooming In With Two Fingers,Sliding Two Fingers Up
51829,Sliding Two Fingers Down,Sliding Two Fingers Up
63504,Stop Sign,Pushing Hand Away
140908,Swiping Up,Sliding Two Fingers Down
39324,Swiping Right,No gesture
76331,Thumb Up,Swiping Left
12879,Thumb Up,Swiping Right
99428,Swiping Up,Pulling Hand In
103769,Swiping Right,No gesture
18705,Pushing Hand Away,Stop Sign
146770,Sliding Two Fingers Left,Swiping Left
122919,Rolling Hand Backward,Swiping Down
76536,Swiping Up,Pulling Hand In
129062,Sliding Two Fingers Down,Sliding Two Fingers Up
8743,Zooming Out With Full Hand,Doing other things
115724,Zooming Out With Full Hand,Sliding Two Fingers Up
105740,Swiping Left,Sliding Two Fingers Left
132604,Shaking Hand,Doing other things
105881,Turning Hand Counterclockwise,Turning Hand Clockwise
71102,Thumb Down,Doing other things
117838,Swiping Left,Swiping Right
19344,Turning Hand Clockwise,Pulling Two Fingers In
89968,Doing other things,Pulling Two Fingers In
25499,Zooming In With Two Fingers,Zooming Out With Two Fingers
82801,Turning Hand Clockwise,Turning Hand Counterclockwise
107318,Swiping Down,Pushing Hand Away
62812,Drumming Fingers,Thumb Down
50294,Turning Hand Clockwise,Turning Hand Counterclockwise
17803,Doing other things,Thumb Up
48991,Zooming Out With Full Hand,Zooming In With Full Hand
49168,Pulling Two Fingers In,Pulling Hand In
65066,Rolling Hand Backward,Rolling Hand Forward
108188,Shaking Hand,Zooming In With Full Hand
50523,Pulling Two Fingers In,Pulling Hand In
56082,Swiping Up,Sliding Two Fingers Up
141286,Swiping Down,Rolling Hand Backward
86737,Swiping Left,Sliding Two Fingers Left
143682,Sliding Two Fingers Down,Thumb Down
58737,Zooming Out With Full Hand,Zooming In With Full Hand
83356,Swiping Down,Pushing Hand Away
94653,Sliding Two Fingers Left,Doing other things
114916,Drumming Fingers,Pushing Two Fingers Away
27199,Pushing Hand Away,Stop Sign
99060,Zooming In With Two Fingers,Zooming In With Full Hand
114855,Doing other things,Shaking Hand
123822,Turning Hand Clockwise,Turning Hand Counterclockwise
92285,Zooming In With Two Fingers,Zooming Out With Two Fingers
117496,Swiping Down,No gesture
51862,Sliding Two Fingers Up,Pushing Two Fingers Away
82830,Doing other things,No gesture
27480,Swiping Up,Swiping Left
15183,Pulling Hand In,Swiping Up
29455,Pushing Hand Away,Stop Sign
104002,Doing other things,Thumb Up
116254,Stop Sign,Pushing Hand Away
99410,Turning Hand Counterclockwise,Turning Hand Clockwise
81393,Zooming Out With Full Hand,Zooming In With Full Hand
34489,Doing other things,No gesture
122066,Sliding Two Fingers Up,Sliding Two Fingers Down
10061,Doing other things,Swiping Left
94035,Stop Sign,Pushing Hand Away
37520,Turning Hand Clockwise,Turning Hand Counterclockwise
22138,Turning Hand Clockwise,Swiping Down
26917,Swiping Down,Sliding Two Fingers Down
98766,Swiping Up,Swiping Down
37900,Swiping Up,Swiping Down
37080,Sliding Two Fingers Left,Swiping Left
49647,Sliding Two Fingers Up,Sliding Two Fingers Down
42120,Turning Hand Counterclockwise,Turning Hand Clockwise
97560,Swiping Left,Pulling Two Fingers In
118654,Sliding Two Fingers Left,Swiping Left
110512,Swiping Down,Stop Sign
12720,Zooming In With Full Hand,Zooming In With Two Fingers
57744,Pulling Hand In,Swiping Up
23968,Turning Hand Counterclockwise,Turning Hand Clockwise
65817,Turning Hand Clockwise,Turning Hand Counterclockwise
103039,Swiping Right,Zooming Out With Full Hand
31377,Turning Hand Clockwise,Shaking Hand
103004,Swiping Right,No gesture
73291,Doing other things,No gesture
73014,Swiping Down,Stop Sign
8666,Turning Hand Clockwise,Turning Hand Counterclockwise
129799,Sliding Two Fingers Right,Swiping Right
85556,Doing other things,Pushing Hand Away
30910,Turning Hand Counterclockwise,Turning Hand Clockwise
13253,Swiping Right,Sliding Two Fingers Right
79188,Turning Hand Counterclockwise,Turning Hand Clockwise
138562,Sliding Two Fingers Left,Swiping Left
80266,Zooming Out With Full Hand,Zooming In With Full Hand
119159,Drumming Fingers,No gesture
143278,Pushing Hand Away,Stop Sign
115242,Doing other things,Zooming In With Two Fingers
19092,Zooming In With Two Fingers,Zooming In With Full Hand
82686,Rolling Hand Backward,Rolling Hand Forward
56695,Swiping Right,Sliding Two Fingers Right
110545,Pulling Two Fingers In,Pushing Hand Away
78449,Swiping Down,Stop Sign
80910,Zooming In With Two Fingers,Turning Hand Clockwise
117142,Sliding Two Fingers Right,Swiping Right
73127,Turning Hand Counterclockwise,Swiping Right
97619,Sliding Two Fingers Up,Sliding Two Fingers Down
94406,Zooming In With Full Hand,Zooming In With Two Fingers
28531,Turning Hand Clockwise,Turning Hand Counterclockwise
137748,Swiping Left,No gesture
17167,Sliding Two Fingers Left,Swiping Left
64162,Doing other things,No gesture
85843,Doing other things,No gesture
43542,Swiping Down,Sliding Two Fingers Up
126582,Thumb Down,Pushing Hand Away
16753,Swiping Right,Sliding Two Fingers Right
62057,Sliding Two Fingers Down,No gesture
68199,Sliding Two Fingers Left,No gesture
29389,Sliding Two Fingers Up,Thumb Up
115875,Doing other things,Swiping Left
3663,Doing other things,No gesture
4457,Stop Sign,Swiping Down
121638,Zooming Out With Full Hand,Thumb Down
9448,Rolling Hand Backward,Rolling Hand Forward
99108,Sliding Two Fingers Down,Thumb Up
52652,Turning Hand Clockwise,Turning Hand Counterclockwise
133144,Rolling Hand Forward,Rolling Hand Backward
85081,Swiping Up,Pulling Hand In
27491,Zooming Out With Full Hand,Zooming In With Full Hand
79767,Rolling Hand Forward,Doing other things
140425,Pulling Two Fingers In,Sliding Two Fingers Up
100589,Rolling Hand Forward,Rolling Hand Backward
21605,Sliding Two Fingers Right,Swiping Right
59581,Sliding Two Fingers Down,Sliding Two Fingers Up
1706,Pushing Two Fingers Away,Sliding Two Fingers Up
121201,Zooming In With Full Hand,Doing other things
8913,Pushing Hand Away,Stop Sign
82648,Pulling Hand In,Pulling Two Fingers In
100689,Pulling Two Fingers In,Pulling Hand In
143873,Doing other things,Swiping Left
63226,Doing other things,Swiping Right
122365,Pulling Hand In,Rolling Hand Backward
145242,Sliding Two Fingers Down,Thumb Up
118048,Swiping Up,Pulling Hand In
77822,Swiping Down,Swiping Left
7402,Swiping Down,Sliding Two Fingers Up
15101,Sliding Two Fingers Down,Pushing Two Fingers Away
33061,Sliding Two Fingers Down,Pushing Two Fingers Away
58428,Zooming In With Two Fingers,Zooming Out With Two Fingers
131775,Swiping Right,Swiping Left
128785,Rolling Hand Backward,Rolling Hand Forward
38092,Rolling Hand Backward,Rolling Hand Forward
57394,Zooming Out With Full Hand,Doing other things
26047,Rolling Hand Backward,Doing other things
102557,Zooming In With Full Hand,Zooming In With Two Fingers
137855,Zooming Out With Two Fingers,Swiping Right
10782,Swiping Left,Doing other things
32958,Turning Hand Counterclockwise,Turning Hand Clockwise
134008,Doing other things,No gesture
113478,Zooming Out With Full Hand,Turning Hand Clockwise
46293,Zooming In With Two Fingers,Zooming In With Full Hand
32442,Zooming Out With Two Fingers,Zooming In With Two Fingers
94437,Sliding Two Fingers Down,Swiping Down
91511,Rolling Hand Backward,Rolling Hand Forward
36912,Shaking Hand,Turning Hand Clockwise
36614,Turning Hand Counterclockwise,Turning Hand Clockwise
80686,Sliding Two Fingers Up,Sliding Two Fingers Down
25386,Sliding Two Fingers Right,Swiping Right
121064,Pulling Two Fingers In,Pushing Two Fingers Away
97105,Sliding Two Fingers Down,Sliding Two Fingers Up
145600,Zooming In With Full Hand,Zooming In With Two Fingers
61499,Doing other things,Turning Hand Clockwise
72080,Thumb Down,Doing other things
78518,Sliding Two Fingers Down,Pushing Two Fingers Away
127289,Thumb Up,Doing other things
37299,Pushing Hand Away,Drumming Fingers
92434,Swiping Up,Sliding Two Fingers Left
12793,Shaking Hand,Zooming Out With Two Fingers
127629,Turning Hand Counterclockwise,Turning Hand Clockwise
112218,Pulling Two Fingers In,Pulling Hand In
26135,Rolling Hand Forward,Rolling Hand Backward
2324,Doing other things,Rolling Hand Forward
38380,Pulling Two Fingers In,Pushing Two Fingers Away
57377,Swiping Down,Sliding Two Fingers Down
142349,Doing other things,Drumming Fingers
115471,Zooming Out With Two Fingers,No gesture
98573,Sliding Two Fingers Right,Swiping Right
28716,Pushing Two Fingers Away,Sliding Two Fingers Up
73021,Rolling Hand Forward,Rolling Hand Backward
122929,Rolling Hand Forward,Rolling Hand Backward
108616,Zooming Out With Two Fingers,Zooming In With Two Fingers
84091,Pushing Two Fingers Away,Sliding Two Fingers Down
120520,Pulling Hand In,Swiping Up
84183,Swiping Right,Sliding Two Fingers Right
88072,Swiping Right,Sliding Two Fingers Down
75288,Swiping Left,Swiping Right
24240,Sliding Two Fingers Left,Swiping Left
106715,Rolling Hand Forward,Rolling Hand Backward
121607,Pushing Two Fingers Away,Sliding Two Fingers Down
133738,Shaking Hand,Zooming Out With Full Hand
10821,Drumming Fingers,Zooming In With Full Hand
103801,Zooming Out With Two Fingers,No gesture
69333,Shaking Hand,Turning Hand Clockwise
9938,Zooming Out With Two Fingers,Sliding Two Fingers Right
126783,Swiping Down,Sliding Two Fingers Down
37795,Doing other things,Swiping Up
7966,Rolling Hand Forward,Rolling Hand Backward
55348,Sliding Two Fingers Left,Swiping Left
120274,Zooming Out With Full Hand,Zooming Out With Two Fingers
53770,Turning Hand Counterclockwise,Turning Hand Clockwise
127146,Sliding Two Fingers Down,Swiping Down
81367,Swiping Down,Pushing Hand Away
12212,Shaking Hand,Zooming In With Full Hand
126295,Zooming Out With Two Fingers,Doing other things
96256,Stop Sign,Pushing Hand Away
41112,Doing other things,Swiping Left
125075,Thumb Up,Swiping Right
1950,Zooming Out With Two Fingers,Zooming Out With Full Hand
42987,Zooming Out With Full Hand,Sliding Two Fingers Right
1853,Swiping Right,Doing other things
97173,Zooming Out With Two Fingers,Zooming Out With Full Hand
19648,Turning Hand Counterclockwise,Turning Hand Clockwise
14724,Turning Hand Clockwise,Turning Hand Counterclockwise
16843,Doing other things,Shaking Hand
9888,Zooming In With Full Hand,Zooming Out With Full Hand
34027,Zooming In With Full Hand,Doing other things
116964,Sliding Two Fingers Down,Swiping Right
54337,Pulling Two Fingers In,Thumb Up
23766,Sliding Two Fingers Down,Swiping Right
141246,Swiping Down,No gesture
98919,Sliding Two Fingers Down,Pushing Two Fingers Away
34193,Doing other things,No gesture
112936,Drumming Fingers,Swiping Left
136627,Sliding Two Fingers Up,Sliding Two Fingers Down
134045,Turning Hand Clockwise,Turning Hand Counterclockwise
126794,Turning Hand Clockwise,Swiping Left
35835,Sliding Two Fingers Up,Sliding Two Fingers Down
85962,Pushing Hand Away,Doing other things
101242,Rolling Hand Backward,Rolling Hand Forward
20438,Sliding Two Fingers Left,Swiping Left
93277,Doing other things,Thumb Up
79810,Pushing Two Fingers Away,Swiping Right
65690,Shaking Hand,Pushing Hand Away
57022,Doing other things,Thumb Down
147700,Pushing Hand Away,Stop Sign
88669,Doing other things,No gesture
44196,Turning Hand Counterclockwise,Turning Hand Clockwise
84422,Rolling Hand Forward,Rolling Hand Backward
82446,Swiping Up,Pulling Hand In
61073,Zooming In With Full Hand,Pushing Hand Away
96321,Swiping Right,No gesture
85106,Sliding Two Fingers Down,Sliding Two Fingers Up
135421,Doing other things,Zooming Out With Two Fingers
25653,Turning Hand Clockwise,Doing other things
56604,Swiping Down,Rolling Hand Forward
125568,Pulling Hand In,Sliding Two Fingers Down
52004,Rolling Hand Forward,Rolling Hand Backward
15200,Rolling Hand Backward,Rolling Hand Forward
92005,Pushing Hand Away,Stop Sign
31288,Zooming In With Full Hand,Zooming In With Two Fingers
64268,Turning Hand Counterclockwise,Turning Hand Clockwise
123028,Turning Hand Clockwise,Doing other things
57797,Pulling Hand In,Doing other things
98067,Zooming In With Two Fingers,Doing other things
125479,Drumming Fingers,No gesture
133254,Sliding Two Fingers Up,Sliding Two Fingers Down
131464,Doing other things,Thumb Down
67742,Doing other things,Drumming Fingers
113033,Pulling Hand In,Pulling Two Fingers In
29203,Turning Hand Clockwise,Shaking Hand
1089,Swiping Right,Sliding Two Fingers Right
4704,Drumming Fingers,Zooming In With Two Fingers
116055,Sliding Two Fingers Up,Swiping Down
31926,Shaking Hand,Zooming In With Full Hand
146577,Zooming Out With Two Fingers,Zooming In With Two Fingers
117996,Turning Hand Clockwise,Doing other things
143605,Swiping Up,Sliding Two Fingers Up
91539,Pushing Hand Away,Pulling Hand In
9725,Sliding Two Fingers Down,Swiping Down
19010,Swiping Down,Sliding Two Fingers Down
4639,Turning Hand Counterclockwise,Zooming In With Full Hand
116373,Rolling Hand Forward,Rolling Hand Backward
111741,Sliding Two Fingers Left,No gesture
60025,Pulling Hand In,Swiping Up
65958,Pulling Hand In,Pulling Two Fingers In
112751,Sliding Two Fingers Down,No gesture
45700,Thumb Down,Doing other things
26081,Zooming In With Two Fingers,Zooming In With Full Hand
146733,Doing other things,Thumb Down
61884,Zooming In With Full Hand,Zooming Out With Full Hand
109615,Thumb Up,Doing other things
5071,Drumming Fingers,Pushing Hand Away
62969,Turning Hand Clockwise,Turning Hand Counterclockwise
23816,Turning Hand Clockwise,Swiping Up
81252,Swiping Down,No gesture
35072,Doing other things,Zooming Out With Full Hand
41345,Swiping Left,No gesture
100872,Doing other things,Turning Hand Clockwise
110459,Sliding Two Fingers Left,No gesture
11294,Rolling Hand Backward,Rolling Hand Forward
110175,Swiping Up,Rolling Hand Forward
88177,Pushing Two Fingers Away,Sliding Two Fingers Down
34485,Stop Sign,Pushing Hand Away
34206,Turning Hand Clockwise,Doing other things
144556,Pulling Hand In,Stop Sign
109829,Turning Hand Clockwise,Swiping Up
85386,Turning Hand Clockwise,Turning Hand Counterclockwise
16117,Zooming In With Full Hand,Zooming Out With Full Hand
9965,Pulling Hand In,Pulling Two Fingers In
117429,Stop Sign,Pushing Hand Away
136271,Turning Hand Clockwise,Turning Hand Counterclockwise
126841,Thumb Down,Rolling Hand Forward
30640,Pulling Two Fingers In,Pushing Two Fingers Away
39021,No gesture,Doing other things
114653,Turning Hand Clockwise,Shaking Hand
112024,Turning Hand Counterclockwise,Zooming Out With Full Hand
129751,Shaking Hand,Turning Hand Counterclockwise
20165,Sliding Two Fingers Up,Pulling Two Fingers In
32365,Pushing Two Fingers Away,Sliding Two Fingers Down
46190,Zooming Out With Full Hand,Zooming Out With Two Fingers
37102,Turning Hand Counterclockwise,Doing other things
140811,Doing other things,Zooming In With Full Hand
79459,Shaking Hand,Drumming Fingers
44825,Zooming Out With Full Hand,Swiping Right
47387,Shaking Hand,Zooming In With Full Hand
36327,Sliding Two Fingers Right,Swiping Right
35447,Sliding Two Fingers Up,Sliding Two Fingers Down
122813,Rolling Hand Forward,Rolling Hand Backward
54936,Zooming Out With Full Hand,No gesture
24405,Sliding Two Fingers Right,No gesture
829,Shaking Hand,No gesture
139188,Swiping Left,Swiping Right
9431,Sliding Two Fingers Right,Swiping Right
26043,Sliding Two Fingers Up,Sliding Two Fingers Left
144749,Pulling Two Fingers In,Sliding Two Fingers Down
1587,Swiping Up,Swiping Down
140364,Pushing Hand Away,Stop Sign
45016,Rolling Hand Forward,Rolling Hand Backward
94210,Zooming In With Full Hand,Shaking Hand
103625,Zooming In With Full Hand,Stop Sign
100351,Doing other things,Drumming Fingers
120037,Pushing Two Fingers Away,Sliding Two Fingers Up
67031,Turning Hand Counterclockwise,Turning Hand Clockwise
95028,Swiping Down,No gesture
65764,Doing other things,No gesture
132383,Zooming Out With Full Hand,Zooming In With Full Hand
63548,Swiping Right,Shaking Hand
18974,Zooming Out With Full Hand,Pulling Two Fingers In
16059,Doing other things,Pulling Two Fingers In
95414,Swiping Down,Stop Sign
18601,Drumming Fingers,Zooming In With Full Hand
94105,Pulling Hand In,Pulling Two Fingers In
68972,Swiping Left,No gesture
109488,Sliding Two Fingers Down,Pulling Two Fingers In
41116,Sliding Two Fingers Down,Sliding Two Fingers Up
40618,Turning Hand Clockwise,Turning Hand Counterclockwise
20822,Swiping Down,No gesture
116276,Turning Hand Counterclockwise,Turning Hand Clockwise
120205,Turning Hand Counterclockwise,Zooming Out With Two Fingers
41611,Swiping Up,Sliding Two Fingers Up
138715,Zooming In With Full Hand,Zooming In With Two Fingers
134171,Sliding Two Fingers Right,No gesture
139325,Sliding Two Fingers Left,Sliding Two Fingers Right
21714,Sliding Two Fingers Down,Pushing Two Fingers Away
99430,Doing other things,Turning Hand Clockwise
50185,Turning Hand Clockwise,Turning Hand Counterclockwise
35953,Zooming Out With Full Hand,Turning Hand Clockwise
90564,Zooming In With Full Hand,Zooming Out With Two Fingers
20072,Sliding Two Fingers Down,Swiping Down
140505,Rolling Hand Backward,Rolling Hand Forward
7999,Swiping Left,Rolling Hand Forward
45043,Zooming Out With Full Hand,Zooming In With Full Hand
17292,Zooming In With Two Fingers,Sliding Two Fingers Right
119796,Turning Hand Clockwise,Turning Hand Counterclockwise
139707,Zooming In With Full Hand,Zooming Out With Full Hand
12378,Turning Hand Clockwise,Turning Hand Counterclockwise
67059,Pushing Hand Away,Stop Sign
32541,Sliding Two Fingers Up,Sliding Two Fingers Down
39096,Thumb Up,No gesture
71347,Swiping Right,Swiping Left
18158,Doing other things,Swiping Up
104744,Swiping Right,Sliding Two Fingers Right
127393,Shaking Hand,Zooming Out With Full Hand
1921,Doing other things,Thumb Up
137386,Drumming Fingers,Zooming Out With Full Hand
119436,Swiping Up,No gesture
44485,Zooming Out With Full Hand,Shaking Hand
145360,Sliding Two Fingers Up,Pulling Two Fingers In
1220,Turning Hand Counterclockwise,Turning Hand Clockwise
74270,Thumb Up,Doing other things
44376,Sliding Two Fingers Up,Sliding Two Fingers Left
42703,Turning Hand Counterclockwise,Turning Hand Clockwise
47566,Drumming Fingers,Thumb Down
142878,Doing other things,Zooming Out With Full Hand
64710,Swiping Up,Pulling Hand In
22576,Zooming Out With Two Fingers,Zooming Out With Full Hand
133646,Swiping Left,No gesture
69896,Sliding Two Fingers Up,Pushing Two Fingers Away
70651,Turning Hand Counterclockwise,Turning Hand Clockwise
72617,Turning Hand Counterclockwise,Zooming Out With Full Hand
146443,Swiping Down,Zooming Out With Full Hand
111240,Doing other things,Zooming Out With Two Fingers
44206,Swiping Down,Stop Sign
48906,Swiping Up,No gesture
840,Zooming Out With Two Fingers,Zooming Out With Full Hand
21694,Pushing Hand Away,Stop Sign
85565,Drumming Fingers,Stop Sign
114165,Doing other things,No gesture
144333,Drumming Fingers,Doing other things
98356,Sliding Two Fingers Right,Sliding Two Fingers Left
130470,Doing other things,Swiping Right
132300,Sliding Two Fingers Up,Pushing Two Fingers Away
81458,Sliding Two Fingers Right,Sliding Two Fingers Left
70274,Pushing Two Fingers Away,Sliding Two Fingers Down
57817,Swiping Down,Sliding Two Fingers Down
142585,Zooming Out With Two Fingers,Zooming Out With Full Hand
128007,Pushing Hand Away,Sliding Two Fingers Down
91639,Pulling Two Fingers In,Sliding Two Fingers Right
75510,Swiping Up,No gesture
114393,Zooming Out With Two Fingers,Zooming In With Two Fingers
75864,Doing other things,Rolling Hand Backward
17652,Sliding Two Fingers Down,Pushing Two Fingers Away
58811,Sliding Two Fingers Left,Swiping Right
56178,Doing other things,Swiping Left
108125,Sliding Two Fingers Down,Swiping Left
124768,Zooming Out With Full Hand,Pulling Hand In
44888,Stop Sign,Swiping Down
75697,Swiping Right,Swiping Left
108300,Swiping Down,Doing other things
46691,Pulling Hand In,Turning Hand Clockwise
117856,Pushing Two Fingers Away,Sliding Two Fingers Down
7334,Sliding Two Fingers Right,Swiping Right
2974,Shaking Hand,Stop Sign
147084,Turning Hand Counterclockwise,Turning Hand Clockwise
73466,Rolling Hand Forward,Rolling Hand Backward
142460,Rolling Hand Backward,Rolling Hand Forward
97023,Turning Hand Counterclockwise,Turning Hand Clockwise
114521,Stop Sign,Swiping Down
19968,Doing other things,Zooming In With Full Hand
84230,Doing other things,Swiping Right
33904,Swiping Up,Sliding Two Fingers Up
39720,Turning Hand Counterclockwise,Turning Hand Clockwise
35557,Turning Hand Counterclockwise,Turning Hand Clockwise
15300,Swiping Up,Pulling Hand In
36003,Sliding Two Fingers Right,Swiping Right
123012,Stop Sign,Pushing Hand Away
6946,Sliding Two Fingers Down,No gesture
70760,Shaking Hand,Zooming In With Full Hand
142265,Pulling Hand In,Swiping Left
9116,Doing other things,Turning Hand Clockwise
85512,Swiping Up,Thumb Down
34068,Zooming Out With Full Hand,Doing other things
49883,Zooming Out With Full Hand,Zooming In With Full Hand
59389,Pulling Two Fingers In,No gesture
30251,Zooming In With Two Fingers,Sliding Two Fingers Up
111410,Sliding Two Fingers Down,No gesture
127409,Sliding Two Fingers Down,Zooming In With Two Fingers
4071,Doing other things,Shaking Hand
122666,Swiping Right,Swiping Down
41019,Doing other things,Pulling Two Fingers In
266,Doing other things,No gesture
142485,Turning Hand Counterclockwise,Turning Hand Clockwise
91437,Pulling Two Fingers In,Pushing Two Fingers Away
69675,Sliding Two Fingers Down,Pushing Two Fingers Away
127084,Zooming Out With Two Fingers,Doing other things
44335,Sliding Two Fingers Left,Pulling Two Fingers In
98596,Pulling Two Fingers In,Zooming Out With Two Fingers
107103,Shaking Hand,Turning Hand Clockwise
127906,Swiping Down,Sliding Two Fingers Down
72131,Doing other things,No gesture
65608,Pulling Two Fingers In,Doing other things
7916,Pushing Two Fingers Away,Sliding Two Fingers Down
116715,Pushing Two Fingers Away,Sliding Two Fingers Up
8923,Turning Hand Counterclockwise,Swiping Down
122574,Swiping Up,Swiping Down
85755,Shaking Hand,Stop Sign
47570,Doing other things,No gesture
37351,Shaking Hand,No gesture
39432,Stop Sign,Pushing Hand Away
87923,Swiping Right,Sliding Two Fingers Right
103195,Zooming In With Two Fingers,Zooming In With Full Hand
32179,Stop Sign,No gesture
39264,Zooming In With Full Hand,Stop Sign
114182,Swiping Right,Sliding Two Fingers Right
78104,Shaking Hand,Swiping Right
118999,Swiping Right,Doing other things
129085,Doing other things,Pulling Hand In
89833,Doing other things,Zooming In With Full Hand
84368,Thumb Down,Swiping Right
76630,Sliding Two Fingers Down,Swiping Down
108779,Zooming Out With Full Hand,Sliding Two Fingers Down
19421,Turning Hand Clockwise,Zooming Out With Full Hand
7537,Pushing Two Fingers Away,Sliding Two Fingers Down
34801,No gesture,Doing other things
29121,Zooming Out With Full Hand,Zooming Out With Two Fingers
97944,Sliding Two Fingers Left,Swiping Left
18577,No gesture,Doing other things
62105,Sliding Two Fingers Left,Sliding Two Fingers Right
43225,Stop Sign,Pushing Hand Away
109859,Sliding Two Fingers Down,Doing other things
96820,Zooming Out With Full Hand,Zooming In With Full Hand
144716,Pulling Two Fingers In,Pushing Hand Away
125228,No gesture,Zooming In With Two Fingers
135168,Doing other things,No gesture
107593,Turning Hand Clockwise,Shaking Hand
71489,Sliding Two Fingers Left,Swiping Right
12190,Doing other things,Turning Hand Clockwise
45397,Swiping Up,Pulling Hand In
133944,Rolling Hand Forward,Sliding Two Fingers Left
131387,Pulling Two Fingers In,Sliding Two Fingers Down
69904,Sliding Two Fingers Right,Swiping Right
21419,Pulling Two Fingers In,Doing other things
941,No gesture,Doing other things
87777,Sliding Two Fingers Down,Sliding Two Fingers Up
146939,Swiping Up,No gesture
91641,Swiping Right,No gesture
40509,Zooming In With Two Fingers,Zooming In With Full Hand
