video_id,true_label,pred_label
146435,Sliding Two Fingers Up,Pushing Two Fingers Away
43835,Thumb Up,Pulling Hand In
45377,Swiping Left,Swiping Right
8670,Turning Hand Clockwise,Thumb Down
82760,Rolling Hand Forward,Sliding Two Fingers Up
132300,Sliding Two Fingers Up,Pushing Two Fingers Away
96585,Sliding Two Fingers Right,Doing other things
119443,Sliding Two Fingers Up,Thumb Down
142528,Zooming In With Two Fingers,Zooming Out With Two Fingers
81458,Sliding Two Fingers Right,Doing other things
70274,Pushing Two Fingers Away,No gesture
40863,Pushing Two Fingers Away,Drumming Fingers
7773,Rolling Hand Forward,Rolling Hand Backward
60860,Rolling Hand Backward,Rolling Hand Forward
118977,Shaking Hand,Swiping Down
102990,Sliding Two Fingers Down,Sliding Two Fingers Up
57817,Swiping Down,Swiping Left
55090,Swiping Left,Doing other things
75581,Sliding Two Fingers Up,Pushing Two Fingers Away
103169,Zooming In With Two Fingers,Zooming Out With Two Fingers
134789,Drumming Fingers,Zooming Out With Two Fingers
55054,Sliding Two Fingers Right,Swiping Left
1013,Zooming In With Two Fingers,Zooming Out With Two Fingers
142585,Zooming Out With Two Fingers,Zooming In With Full Hand
128007,Pushing Hand Away,No gesture
91639,Pulling Two Fingers In,Swiping Right
134725,Rolling Hand Backward,Rolling Hand Forward
9398,Drumming Fingers,Shaking Hand
44606,Swiping Down,Rolling Hand Backward
24325,Swiping Left,Shaking Hand
75510,Swiping Up,Pulling Two Fingers In
106292,Turning Hand Counterclockwise,Turning Hand Clockwise
53447,Zooming In With Two Fingers,Zooming Out With Two Fingers
138637,Shaking Hand,Turning Hand Counterclockwise
114393,Zooming Out With Two Fingers,Zooming In With Two Fingers
38944,Pushing Hand Away,Shaking Hand
98683,Shaking Hand,Thumb Down
89573,Zooming In With Two Fingers,Zooming Out With Two Fingers
72605,Pulling Two Fingers In,Doing other things
92780,Sliding Two Fingers Right,Sliding Two Fingers Left
17652,Sliding Two Fingers Down,Pushing Two Fingers Away
43651,Doing other things,Rolling Hand Forward
134363,Swiping Left,Rolling Hand Backward
87405,Shaking Hand,Swiping Up
58811,Sliding Two Fingers Left,Sliding Two Fingers Down
127429,No gesture,Thumb Up
125923,Swiping Right,No gesture
30646,Zooming Out With Full Hand,Stop Sign
68964,Zooming In With Two Fingers,Zooming Out With Two Fingers
108125,Sliding Two Fingers Down,Doing other things
114736,Pushing Hand Away,Swiping Down
124449,Turning Hand Clockwise,Turning Hand Counterclockwise
34649,Swiping Up,Shaking Hand
96753,Doing other things,Swiping Down
27365,Pulling Hand In,Pulling Two Fingers In
124667,Rolling Hand Forward,Rolling Hand Backward
124768,Zooming Out With Full Hand,No gesture
60801,Rolling Hand Forward,Sliding Two Fingers Down
9281,Pushing Two Fingers Away,Doing other things
36872,Swiping Right,Thumb Up
47406,Turning Hand Clockwise,Pulling Hand In
77676,No gesture,Sliding Two Fingers Down
46916,Pulling Hand In,Turning Hand Counterclockwise
21453,Swiping Right,Doing other things
39562,Drumming Fingers,Swiping Down
141451,Sliding Two Fingers Left,Doing other things
20402,Swiping Up,Swiping Down
26066,Sliding Two Fingers Up,Pushing Two Fingers Away
75697,Swiping Right,Sliding Two Fingers Right
138470,Swiping Up,Swiping Down
46455,Swiping Left,Swiping Down
108300,Swiping Down,Doing other things
77190,Swiping Down,No gesture
46691,Pulling Hand In,Doing other things
26292,Rolling Hand Backward,Rolling Hand Forward
117856,Pushing Two Fingers Away,Sliding Two Fingers Down
7334,Sliding Two Fingers Right,Swiping Right
132163,Pushing Two Fingers Away,Sliding Two Fingers Right
98643,Drumming Fingers,Sliding Two Fingers Up
23542,Swiping Left,Rolling Hand Backward
70013,Swiping Down,Rolling Hand Forward
39132,Zooming In With Two Fingers,Zooming In With Full Hand
66693,Swiping Down,Sliding Two Fingers Down
91403,Shaking Hand,Zooming Out With Full Hand
2633,Zooming Out With Two Fingers,Zooming In With Two Fingers
4721,Rolling Hand Backward,Rolling Hand Forward
104049,Pushing Hand Away,Stop Sign
65400,Swiping Down,Pushing Hand Away
74004,Sliding Two Fingers Down,No gesture
35919,Sliding Two Fingers Right,Swiping Right
147084,Turning Hand Counterclockwise,Turning Hand Clockwise
108870,Zooming In With Full Hand,Zooming Out With Full Hand
37031,Sliding Two Fingers Left,Sliding Two Fingers Down
40423,Zooming In With Full Hand,Pushing Two Fingers Away
92640,Stop Sign,Pushing Hand Away
73466,Rolling Hand Forward,Rolling Hand Backward
97023,Turning Hand Counterclockwise,Pulling Hand In
114521,Stop Sign,Swiping Down
28606,Swiping Right,Shaking Hand
147407,Swiping Right,Rolling Hand Forward
98817,Sliding Two Fingers Left,Swiping Left
31950,Turning Hand Counterclockwise,Turning Hand Clockwise
13498,Zooming Out With Full Hand,Zooming In With Full Hand
29711,Sliding Two Fingers Right,Sliding Two Fingers Left
74741,Swiping Right,No gesture
110379,Rolling Hand Forward,Rolling Hand Backward
84230,Doing other things,Swiping Right
135163,Zooming Out With Two Fingers,Swiping Up
129557,Sliding Two Fingers Up,Sliding Two Fingers Down
50971,Swiping Right,Swiping Left
4178,Swiping Up,No gesture
138097,Sliding Two Fingers Down,Zooming In With Two Fingers
125876,Pushing Two Fingers Away,Thumb Down
22774,Zooming Out With Two Fingers,Sliding Two Fingers Right
124938,Sliding Two Fingers Left,Doing other things
65392,No gesture,Swiping Down
15300,Swiping Up,Pulling Hand In
6274,Pulling Two Fingers In,Doing other things
36003,Sliding Two Fingers Right,Doing other things
87091,Swiping Down,No gesture
123012,Stop Sign,Pushing Hand Away
29685,Turning Hand Clockwise,Turning Hand Counterclockwise
118582,Zooming In With Two Fingers,Zooming Out With Two Fingers
6946,Sliding Two Fingers Down,Swiping Left
62387,Rolling Hand Backward,Rolling Hand Forward
70760,Shaking Hand,Doing other things
21425,Zooming In With Full Hand,Zooming Out With Full Hand
77938,Thumb Down,Swiping Up
42716,Swiping Down,Rolling Hand Backward
131656,Zooming In With Full Hand,Turning Hand Counterclockwise
140671,Swiping Down,Doing other things
142265,Pulling Hand In,Turning Hand Clockwise
9116,Doing other things,Sliding Two Fingers Down
100871,Sliding Two Fingers Up,Sliding Two Fingers Down
1583,Pushing Hand Away,Swiping Down
85512,Swiping Up,Swiping Left
53966,Swiping Up,Pulling Hand In
34068,Zooming Out With Full Hand,Doing other things
42658,Zooming In With Two Fingers,Zooming Out With Two Fingers
111862,Turning Hand Clockwise,Turning Hand Counterclockwise
92093,Pulling Hand In,Swiping Up
12411,Sliding Two Fingers Up,Doing other things
49883,Zooming Out With Full Hand,Zooming In With Full Hand
27704,Rolling Hand Backward,Rolling Hand Forward
126798,Shaking Hand,Turning Hand Counterclockwise
75577,Sliding Two Fingers Right,Sliding Two Fingers Left
90633,Rolling Hand Backward,No gesture
59389,Pulling Two Fingers In,Pushing Hand Away
30251,Zooming In With Two Fingers,Zooming Out With Full Hand
60257,Swiping Right,Turning Hand Clockwise
67413,Swiping Right,Swiping Down
62197,Swiping Up,Pulling Hand In
5002,No gesture,Pulling Hand In
17265,Zooming In With Two Fingers,Zooming Out With Two Fingers
111410,Sliding Two Fingers Down,Doing other things
127409,Sliding Two Fingers Down,Rolling Hand Backward
71705,No gesture,Doing other things
4071,Doing other things,Shaking Hand
13683,Pulling Hand In,Pulling Two Fingers In
122666,Swiping Right,No gesture
59300,Swiping Left,Sliding Two Fingers Right
41019,Doing other things,Swiping Down
55734,Swiping Left,Sliding Two Fingers Down
139042,Sliding Two Fingers Right,Sliding Two Fingers Left
65587,Swiping Down,Thumb Down
39599,Sliding Two Fingers Left,Thumb Up
42409,Pulling Two Fingers In,No gesture
142485,Turning Hand Counterclockwise,Turning Hand Clockwise
33027,Sliding Two Fingers Left,No gesture
81933,Drumming Fingers,Thumb Down
137957,Sliding Two Fingers Left,Swiping Left
7006,Sliding Two Fingers Down,Thumb Up
109592,Zooming In With Two Fingers,Zooming Out With Two Fingers
130942,Sliding Two Fingers Down,Pushing Two Fingers Away
127084,Zooming Out With Two Fingers,Drumming Fingers
95118,Drumming Fingers,Thumb Up
44335,Sliding Two Fingers Left,Doing other things
79882,Sliding Two Fingers Down,Swiping Up
131480,Pushing Two Fingers Away,Sliding Two Fingers Left
139453,Zooming Out With Full Hand,Thumb Down
98699,Rolling Hand Forward,Rolling Hand Backward
133238,Pushing Hand Away,Pushing Two Fingers Away
68389,Turning Hand Clockwise,Turning Hand Counterclockwise
94564,Zooming In With Two Fingers,Zooming Out With Two Fingers
98596,Pulling Two Fingers In,Doing other things
18635,Doing other things,Pulling Two Fingers In
136171,Zooming Out With Full Hand,Zooming Out With Two Fingers
81968,Rolling Hand Backward,Swiping Down
147086,Rolling Hand Backward,Rolling Hand Forward
79842,Sliding Two Fingers Left,No gesture
116947,No gesture,Swiping Down
38850,Doing other things,Zooming In With Full Hand
58390,Sliding Two Fingers Down,Swiping Up
85282,Drumming Fingers,Rolling Hand Backward
107103,Shaking Hand,Turning Hand Counterclockwise
111666,Swiping Up,Pulling Hand In
84048,Drumming Fingers,Zooming Out With Full Hand
71567,Turning Hand Clockwise,Turning Hand Counterclockwise
143837,Pushing Hand Away,Sliding Two Fingers Down
127906,Swiping Down,No gesture
21710,Zooming In With Two Fingers,Zooming Out With Two Fingers
79494,Swiping Right,Shaking Hand
54132,Sliding Two Fingers Left,Sliding Two Fingers Right
93325,Pulling Hand In,Swiping Up
96910,Pushing Two Fingers Away,Thumb Down
146903,Pushing Hand Away,Doing other things
116715,Pushing Two Fingers Away,Sliding Two Fingers Up
8923,Turning Hand Counterclockwise,Rolling Hand Forward
136861,Rolling Hand Backward,Rolling Hand Forward
122574,Swiping Up,Sliding Two Fingers Up
96982,Thumb Up,Swiping Up
37351,Shaking Hand,Doing other things
880,Rolling Hand Forward,Thumb Up
74043,Sliding Two Fingers Left,Sliding Two Fingers Right
127688,Turning Hand Clockwise,Turning Hand Counterclockwise
147281,Zooming In With Two Fingers,Sliding Two Fingers Right
39432,Stop Sign,Pushing Hand Away
105111,Pushing Hand Away,Swiping Down
58995,Thumb Up,Doing other things
55175,Rolling Hand Forward,Rolling Hand Backward
115156,Pushing Hand Away,Doing other things
87923,Swiping Right,Zooming In With Full Hand
103195,Zooming In With Two Fingers,Zooming In With Full Hand
31400,Sliding Two Fingers Left,Rolling Hand Backward
37384,Stop Sign,Pushing Hand Away
32179,Stop Sign,Doing other things
34269,Swiping Down,Drumming Fingers
44857,No gesture,Swiping Right
39264,Zooming In With Full Hand,Shaking Hand
97261,Stop Sign,Pushing Hand Away
131133,Rolling Hand Backward,Rolling Hand Forward
7439,Rolling Hand Forward,Rolling Hand Backward
98357,Zooming In With Full Hand,Rolling Hand Forward
114182,Swiping Right,Doing other things
5298,Swiping Right,Doing other things
78484,Swiping Up,Pulling Hand In
141927,Pulling Two Fingers In,Doing other things
114818,Pulling Two Fingers In,Doing other things
120999,Swiping Down,Rolling Hand Forward
10747,Doing other things,Zooming In With Full Hand
143322,Rolling Hand Backward,Rolling Hand Forward
118999,Swiping Right,Doing other things
129085,Doing other things,Pulling Hand In
89833,Doing other things,Turning Hand Clockwise
234,Stop Sign,Pushing Hand Away
46950,Swiping Right,Drumming Fingers
56341,Turning Hand Clockwise,Pushing Hand Away
128556,Sliding Two Fingers Left,Thumb Up
84368,Thumb Down,Doing other things
76630,Sliding Two Fingers Down,No gesture
57048,Zooming In With Full Hand,Zooming Out With Full Hand
79879,Swiping Left,Swiping Right
55294,Swiping Right,Doing other things
18961,Sliding Two Fingers Down,No gesture
4196,Turning Hand Counterclockwise,Pulling Hand In
123924,Zooming In With Full Hand,Zooming Out With Full Hand
108779,Zooming Out With Full Hand,Pulling Two Fingers In
108072,Zooming In With Two Fingers,Zooming Out With Two Fingers
62870,No gesture,Swiping Down
19421,Turning Hand Clockwise,Rolling Hand Forward
7537,Pushing Two Fingers Away,Zooming Out With Two Fingers
44482,Doing other things,Rolling Hand Forward
72312,Swiping Down,Sliding Two Fingers Down
8418,Zooming Out With Full Hand,Zooming In With Full Hand
95024,Sliding Two Fingers Up,Sliding Two Fingers Down
34801,No gesture,Doing other things
29121,Zooming Out With Full Hand,Doing other things
67635,Sliding Two Fingers Right,Sliding Two Fingers Left
144356,Pulling Two Fingers In,Doing other things
79702,Pulling Two Fingers In,No gesture
40141,Sliding Two Fingers Left,Sliding Two Fingers Right
97944,Sliding Two Fingers Left,No gesture
21104,Sliding Two Fingers Down,Sliding Two Fingers Left
55914,Sliding Two Fingers Down,Turning Hand Counterclockwise
96683,Sliding Two Fingers Up,Pushing Two Fingers Away
18577,No gesture,Doing other things
62105,Sliding Two Fingers Left,Rolling Hand Backward
19168,Rolling Hand Forward,Rolling Hand Backward
910,Rolling Hand Backward,Rolling Hand Forward
58927,Rolling Hand Forward,Drumming Fingers
43225,Stop Sign,Pushing Hand Away
43673,Sliding Two Fingers Up,Doing other things
51474,Zooming Out With Two Fingers,Zooming In With Two Fingers
79287,Zooming Out With Two Fingers,Zooming In With Two Fingers
46088,Zooming In With Full Hand,Zooming Out With Full Hand
92584,Rolling Hand Backward,No gesture
109859,Sliding Two Fingers Down,Doing other things
96820,Zooming Out With Full Hand,Doing other things
3386,Doing other things,Rolling Hand Backward
144716,Pulling Two Fingers In,Pushing Hand Away
106357,Swiping Down,Rolling Hand Backward
141404,Stop Sign,Pushing Hand Away
134816,Swiping Down,Zooming Out With Two Fingers
125228,No gesture,Rolling Hand Backward
4119,Sliding Two Fingers Left,Doing other things
93930,Rolling Hand Forward,Rolling Hand Backward
145171,Sliding Two Fingers Up,Sliding Two Fingers Down
86921,Swiping Left,No gesture
133515,Swiping Up,Pulling Hand In
113025,Sliding Two Fingers Left,Sliding Two Fingers Right
51698,Sliding Two Fingers Right,Swiping Right
107593,Turning Hand Clockwise,Turning Hand Counterclockwise
5961,No gesture,Pulling Two Fingers In
127613,Sliding Two Fingers Left,Sliding Two Fingers Right
12190,Doing other things,Shaking Hand
135556,Sliding Two Fingers Left,Doing other things
45397,Swiping Up,Pulling Hand In
133944,Rolling Hand Forward,Doing other things
80027,Swiping Left,Sliding Two Fingers Right
52220,Rolling Hand Forward,Rolling Hand Backward
131387,Pulling Two Fingers In,Doing other things
109782,Swiping Left,No gesture
36320,Rolling Hand Backward,Rolling Hand Forward
81268,Pulling Hand In,Turning Hand Counterclockwise
89488,Rolling Hand Backward,Sliding Two Fingers Left
119553,Turning Hand Clockwise,Turning Hand Counterclockwise
143647,Shaking Hand,Turning Hand Counterclockwise
144058,Sliding Two Fingers Down,Swiping Left
85662,Swiping Right,Zooming Out With Two Fingers
27815,Sliding Two Fingers Up,Sliding Two Fingers Right
134776,Doing other things,Pushing Two Fingers Away
6429,Rolling Hand Forward,Rolling Hand Backward
21419,Pulling Two Fingers In,Doing other things
137491,Pushing Hand Away,Stop Sign
941,No gesture,Doing other things
64325,Sliding Two Fingers Up,Sliding Two Fingers Down
87777,Sliding Two Fingers Down,Doing other things
4982,No gesture,Swiping Right
125041,Sliding Two Fingers Down,No gesture
83566,Zooming In With Two Fingers,Zooming Out With Two Fingers
100059,Sliding Two Fingers Down,Sliding Two Fingers Up
146939,Swiping Up,Swiping Down
91641,Swiping Right,No gesture
18724,Swiping Left,Thumb Up
40509,Zooming In With Two Fingers,Shaking Hand
136030,Zooming In With Two Fingers,Doing other things
62496,Zooming Out With Two Fingers,Zooming Out With Full Hand
66175,Pulling Two Fingers In,Swiping Up
129218,Turning Hand Clockwise,Doing other things
52762,Doing other things,Zooming In With Full Hand
128361,Turning Hand Clockwise,Turning Hand Counterclockwise
72866,Shaking Hand,Swiping Up
47918,Pulling Hand In,Pushing Hand Away
50878,Turning Hand Counterclockwise,Turning Hand Clockwise
15273,Zooming In With Two Fingers,Zooming Out With Two Fingers
71699,Shaking Hand,Zooming In With Full Hand
62624,Sliding Two Fingers Left,Rolling Hand Backward
129541,Swiping Down,Drumming Fingers
110151,Zooming Out With Full Hand,Turning Hand Clockwise
69060,Swiping Left,Pulling Two Fingers In
107947,Zooming In With Two Fingers,Zooming Out With Two Fingers
63417,Pulling Two Fingers In,Doing other things
69106,Rolling Hand Forward,Sliding Two Fingers Down
127192,Turning Hand Counterclockwise,Turning Hand Clockwise
65987,Sliding Two Fingers Right,Turning Hand Counterclockwise
10230,Swiping Down,Pulling Two Fingers In
41579,Doing other things,Thumb Down
41155,Swiping Right,No gesture
71676,Stop Sign,Pushing Hand Away
30042,Pushing Hand Away,Shaking Hand
125911,Zooming In With Two Fingers,Zooming Out With Two Fingers
124126,Thumb Up,Zooming Out With Two Fingers
11982,Turning Hand Clockwise,Turning Hand Counterclockwise
134528,Sliding Two Fingers Right,Zooming Out With Two Fingers
3830,Doing other things,Sliding Two Fingers Up
51543,Zooming Out With Full Hand,Turning Hand Clockwise
37667,Pulling Hand In,Sliding Two Fingers Left
118932,Swiping Down,Pushing Hand Away
78508,Sliding Two Fingers Left,Sliding Two Fingers Right
84502,Drumming Fingers,Sliding Two Fingers Right
22831,Shaking Hand,Swiping Right
125328,Turning Hand Clockwise,Turning Hand Counterclockwise
66064,Swiping Down,Swiping Right
127495,Shaking Hand,Doing other things
139633,Swiping Up,Pulling Hand In
127263,Zooming Out With Full Hand,Zooming In With Full Hand
138126,Sliding Two Fingers Up,Zooming Out With Two Fingers
124146,Zooming In With Full Hand,Doing other things
47877,Sliding Two Fingers Down,Doing other things
129053,Shaking Hand,Sliding Two Fingers Right
112892,Zooming In With Two Fingers,Zooming Out With Two Fingers
97449,Sliding Two Fingers Up,Sliding Two Fingers Down
72727,Pushing Two Fingers Away,Sliding Two Fingers Down
24763,Sliding Two Fingers Down,No gesture
94643,Rolling Hand Backward,Rolling Hand Forward
24428,Stop Sign,Shaking Hand
76899,Swiping Right,Rolling Hand Backward
78685,Zooming Out With Full Hand,Zooming In With Full Hand
146199,Zooming Out With Two Fingers,Zooming In With Two Fingers
56046,Sliding Two Fingers Left,Swiping Down
81476,Sliding Two Fingers Right,Sliding Two Fingers Left
82735,Swiping Left,Sliding Two Fingers Left
98752,Rolling Hand Forward,Rolling Hand Backward
73157,Doing other things,No gesture
57361,Sliding Two Fingers Down,Sliding Two Fingers Up
24597,Swiping Down,Thumb Down
46862,Sliding Two Fingers Up,Sliding Two Fingers Down
38793,Shaking Hand,Doing other things
33574,Zooming In With Two Fingers,Zooming Out With Two Fingers
94518,Sliding Two Fingers Up,Sliding Two Fingers Down
136604,Turning Hand Clockwise,Shaking Hand
43250,Pulling Hand In,Doing other things
10533,Sliding Two Fingers Right,Swiping Right
89069,Swiping Right,Sliding Two Fingers Left
40615,No gesture,Doing other things
29081,Stop Sign,Pushing Hand Away
36677,Zooming In With Two Fingers,Thumb Up
138839,Sliding Two Fingers Down,Sliding Two Fingers Up
59431,Thumb Up,Doing other things
124163,Swiping Up,Pulling Hand In
974,Thumb Up,Swiping Left
147144,Swiping Up,No gesture
42644,Pulling Hand In,Pulling Two Fingers In
84952,Turning Hand Counterclockwise,Shaking Hand
140628,Zooming In With Full Hand,Zooming Out With Full Hand
9995,Zooming In With Full Hand,Zooming Out With Full Hand
46555,Turning Hand Clockwise,Zooming In With Full Hand
1251,Swiping Up,Pulling Hand In
116437,Sliding Two Fingers Right,No gesture
59018,Turning Hand Clockwise,Turning Hand Counterclockwise
5476,Doing other things,Shaking Hand
24030,Rolling Hand Forward,Doing other things
93721,Sliding Two Fingers Down,Doing other things
11341,Swiping Left,Shaking Hand
104475,Pushing Hand Away,Swiping Down
103037,Swiping Up,Pulling Hand In
89165,Swiping Up,Swiping Down
83581,Doing other things,Swiping Left
45289,Sliding Two Fingers Left,Swiping Right
50914,Zooming Out With Two Fingers,Turning Hand Clockwise
46017,Swiping Right,Doing other things
136624,Sliding Two Fingers Right,Sliding Two Fingers Left
11065,Swiping Up,Shaking Hand
32482,Zooming In With Two Fingers,Shaking Hand
1549,Turning Hand Counterclockwise,Doing other things
67437,Swiping Right,Pushing Hand Away
64418,Thumb Down,Rolling Hand Forward
79998,Sliding Two Fingers Down,Sliding Two Fingers Up
30672,Doing other things,Swiping Up
61548,Stop Sign,Pushing Hand Away
42680,Turning Hand Counterclockwise,Swiping Left
54336,Doing other things,Rolling Hand Backward
71010,Sliding Two Fingers Left,Sliding Two Fingers Right
53471,Pulling Hand In,Swiping Up
53359,No gesture,Doing other things
138206,Rolling Hand Backward,Rolling Hand Forward
133839,Swiping Down,Sliding Two Fingers Down
98677,No gesture,Doing other things
142594,Zooming In With Two Fingers,Zooming Out With Two Fingers
17711,Doing other things,No gesture
9934,Sliding Two Fingers Right,Swiping Right
46009,Swiping Left,Shaking Hand
120369,Swiping Up,Pulling Hand In
108765,Pushing Hand Away,Pulling Hand In
50594,Sliding Two Fingers Up,Swiping Down
90154,Swiping Right,Swiping Left
115380,Zooming In With Two Fingers,Zooming Out With Two Fingers
105277,Doing other things,Turning Hand Clockwise
50074,Rolling Hand Forward,Rolling Hand Backward
146979,Sliding Two Fingers Up,Swiping Down
121060,Rolling Hand Backward,Rolling Hand Forward
19146,Sliding Two Fingers Right,No gesture
103058,Pulling Hand In,Swiping Up
132122,Swiping Down,Doing other things
9434,Sliding Two Fingers Down,Sliding Two Fingers Up
57217,Rolling Hand Forward,Rolling Hand Backward
12838,Swiping Right,Pulling Hand In
14638,Rolling Hand Backward,Thumb Down
41049,Sliding Two Fingers Left,Sliding Two Fingers Right
139158,Zooming Out With Full Hand,Zooming In With Two Fingers
88087,Thumb Up,Thumb Down
15812,Sliding Two Fingers Left,Sliding Two Fingers Right
13667,No gesture,Sliding Two Fingers Right
1615,Swiping Down,Rolling Hand Forward
95682,Sliding Two Fingers Down,Swiping Left
69359,Turning Hand Counterclockwise,Turning Hand Clockwise
98551,Doing other things,No gesture
33025,Sliding Two Fingers Down,Pushing Two Fingers Away
113018,Rolling Hand Forward,Rolling Hand Backward
50508,Swiping Down,Doing other things
111905,Swiping Right,Swiping Down
125810,Turning Hand Counterclockwise,Doing other things
147305,Zooming In With Two Fingers,Zooming Out With Two Fingers
75205,Sliding Two Fingers Up,Sliding Two Fingers Down
115094,Stop Sign,Pushing Hand Away
43947,Sliding Two Fingers Up,Thumb Up
42388,No gesture,Swiping Down
35440,Shaking Hand,Swiping Right
82781,Sliding Two Fingers Down,Rolling Hand Backward
121232,Sliding Two Fingers Left,Sliding Two Fingers Right
43677,Swiping Right,Doing other things
110159,Zooming In With Two Fingers,Sliding Two Fingers Right
90264,Zooming In With Two Fingers,Doing other things
78330,Rolling Hand Forward,Rolling Hand Backward
39208,Zooming Out With Full Hand,Zooming In With Full Hand
72359,Drumming Fingers,Shaking Hand
34126,Thumb Down,Thumb Up
113314,Pushing Two Fingers Away,Swiping Left
95181,Doing other things,No gesture
69671,Doing other things,No gesture
57066,Thumb Down,Zooming Out With Two Fingers
143668,Pushing Two Fingers Away,Sliding Two Fingers Up
51864,Stop Sign,Shaking Hand
98431,Zooming In With Two Fingers,Doing other things
109238,Sliding Two Fingers Right,Swiping Right
18267,Sliding Two Fingers Down,Pushing Two Fingers Away
6792,Zooming Out With Two Fingers,Zooming In With Two Fingers
86674,Sliding Two Fingers Down,Sliding Two Fingers Right
16111,Sliding Two Fingers Up,Sliding Two Fingers Down
109053,Zooming Out With Full Hand,Pushing Two Fingers Away
6647,Thumb Down,Thumb Up
105050,Sliding Two Fingers Up,Sliding Two Fingers Down
122132,Swiping Right,Sliding Two Fingers Left
113617,Doing other things,Swiping Right
137974,Swiping Down,Swiping Up
32070,Swiping Down,No gesture
71233,Rolling Hand Backward,Doing other things
128786,Pulling Hand In,Swiping Up
37625,Sliding Two Fingers Up,Swiping Up
94093,Swiping Up,Swiping Left
40123,Doing other things,No gesture
120445,Sliding Two Fingers Right,Sliding Two Fingers Left
124951,Rolling Hand Backward,Rolling Hand Forward
79218,Swiping Down,Stop Sign
28970,Rolling Hand Backward,Sliding Two Fingers Left
13601,Shaking Hand,Pulling Two Fingers In
34457,Zooming In With Two Fingers,Zooming Out With Two Fingers
54704,Zooming In With Full Hand,Zooming Out With Full Hand
812,Swiping Down,No gesture
30759,Sliding Two Fingers Right,Sliding Two Fingers Left
88032,Thumb Up,Pushing Two Fingers Away
134555,Sliding Two Fingers Down,Pushing Two Fingers Away
63306,Swiping Up,Pulling Hand In
41350,Swiping Left,No gesture
13027,Sliding Two Fingers Right,No gesture
97231,Stop Sign,Pushing Hand Away
88749,Turning Hand Counterclockwise,Swiping Left
77757,Pushing Hand Away,Doing other things
62033,Drumming Fingers,Thumb Down
141529,Rolling Hand Backward,Rolling Hand Forward
24133,Zooming In With Two Fingers,Zooming Out With Two Fingers
55717,Sliding Two Fingers Up,Swiping Up
22893,No gesture,Thumb Up
90982,Swiping Right,No gesture
94031,Doing other things,Turning Hand Clockwise
87371,Zooming Out With Two Fingers,Sliding Two Fingers Right
131854,Sliding Two Fingers Right,No gesture
79722,Swiping Down,Rolling Hand Backward
63399,Zooming In With Two Fingers,Sliding Two Fingers Right
63843,Swiping Down,Rolling Hand Backward
138493,No gesture,Swiping Down
59398,Sliding Two Fingers Up,Sliding Two Fingers Down
132592,Swiping Down,Sliding Two Fingers Down
146013,Zooming In With Two Fingers,Zooming Out With Two Fingers
126134,Pulling Two Fingers In,Sliding Two Fingers Left
129685,Sliding Two Fingers Right,No gesture
56389,Turning Hand Counterclockwise,Shaking Hand
38126,Shaking Hand,Pulling Hand In
146106,Pushing Hand Away,No gesture
95896,No gesture,Sliding Two Fingers Right
130183,Sliding Two Fingers Down,Sliding Two Fingers Up
68845,Doing other things,Thumb Up
24160,Sliding Two Fingers Up,Pushing Two Fingers Away
63094,Zooming In With Two Fingers,Zooming In With Full Hand
40533,No gesture,Swiping Down
6041,Sliding Two Fingers Right,No gesture
83590,Pulling Two Fingers In,Swiping Up
42457,Zooming Out With Two Fingers,Zooming In With Two Fingers
60428,Swiping Right,Doing other things
129512,Swiping Down,Doing other things
68940,Swiping Up,Swiping Down
74278,Zooming In With Two Fingers,Zooming Out With Two Fingers
63691,Sliding Two Fingers Left,Pushing Two Fingers Away
21646,Sliding Two Fingers Left,Sliding Two Fingers Right
4091,Zooming In With Two Fingers,Zooming Out With Two Fingers
85724,Turning Hand Clockwise,Turning Hand Counterclockwise
121412,Swiping Up,Shaking Hand
120254,Zooming Out With Full Hand,Zooming In With Full Hand
104989,Rolling Hand Forward,Rolling Hand Backward
113180,Zooming In With Two Fingers,Zooming Out With Two Fingers
130197,Pulling Hand In,Swiping Up
28018,Doing other things,Rolling Hand Backward
92687,Rolling Hand Forward,Rolling Hand Backward
146343,Rolling Hand Backward,Rolling Hand Forward
16029,Stop Sign,Pushing Hand Away
142828,Rolling Hand Forward,Doing other things
120211,Swiping Right,Swiping Left
14226,Swiping Right,Shaking Hand
9882,Turning Hand Clockwise,Zooming In With Full Hand
117793,Turning Hand Clockwise,Turning Hand Counterclockwise
129930,Rolling Hand Backward,Rolling Hand Forward
86534,Sliding Two Fingers Right,Sliding Two Fingers Left
37504,Zooming Out With Full Hand,Zooming In With Full Hand
23906,Rolling Hand Forward,Rolling Hand Backward
118001,Zooming Out With Two Fingers,Zooming In With Two Fingers
23238,Zooming In With Full Hand,Doing other things
147014,Rolling Hand Forward,Thumb Up
95866,Swiping Up,No gesture
127818,Pushing Two Fingers Away,Sliding Two Fingers Up
96246,Swiping Left,No gesture
112388,Doing other things,Zooming In With Two Fingers
96700,Swiping Up,Sliding Two Fingers Up
34007,Pulling Hand In,Swiping Left
89982,Thumb Up,Swiping Up
64840,Pushing Hand Away,Stop Sign
60454,Stop Sign,Shaking Hand
53953,Swiping Right,Swiping Left
88402,Thumb Up,Doing other things
113786,Swiping Left,Sliding Two Fingers Left
94882,Sliding Two Fingers Down,Doing other things
87038,Swiping Left,Thumb Down
147492,Sliding Two Fingers Up,Sliding Two Fingers Down
